"variable","peak_x","peak_suit","min_suit","rise_10","rise_50","rise_90","fall_90","fall_50","fall_10"
"lst_night",28.2522727272728,0.998754820299253,5.94969357315955e-05,20.1015029693924,22.4302943287868,23.7240673062281,28.2522727272728,28.2522727272728,28.2522727272728
"rainfall",591.778406904477,0.200013415382108,0.000381312651609012,187.53029020803,427.894035270782,559.001532577738,657.332155557955,941.398399723026,1443.97713939969
"river_dist",18846.332938893,0.942992241381754,0.181408447193756,131.008514413674,12545.1935597969,17341.5832364223,18846.332938893,18846.332938893,18846.332938893
"slope",3.10124658939227,0.250273295904886,1.56601767556941e-05,0,1.74445120653315,2.90741867755526,3.48890241306631,5.81483735511051,11.823502622058
